essay_id,dataset,human_score_raw,human_score_norm,magic_score,magic_error,autoscore_holistic,autoscore_trait1,autoscore_trait2,autoscore_trait3,autoscore_trait4,autoscore_trait5,autoscore_error,hybrid_score,hybrid_trait1,hybrid_trait2,hybrid_trait3,hybrid_trait4,hybrid_trait5,hybrid_error,hybrid_srce_fields,magic_duration_sec,autoscore_duration_sec,hybrid_duration_sec,timestamp
AAAOPP13416000007909,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000782582,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000083106,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,4,0.0,0.0,0.0,2026-06-16
AAAOPP13416000045790,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000095081,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000089974,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000106754,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000798453,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000232926,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000101988,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000101732,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000414380,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000084482,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5303283,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000069318,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000097276,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000698278,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000074947,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5415953,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000108919,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000082136,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000726843,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000048567,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000659811,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000015310,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000036104,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000028880,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000103397,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000232592,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5022973,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000954352,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000079524,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000120093,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,5,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000367342,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000146002,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000038217,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000456389,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000115051,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000080094,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000087543,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000076020,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000030528,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000053406,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000035044,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,4,0.0,0.0,0.0,2026-06-16
AAATRP14318000093225,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5415781,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000072504,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5180860,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000050946,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000007098,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000004317,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000092883,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000759782,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000948049,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000055902,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000141847,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000020086,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5027956,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000051850,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5205338,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5349494,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000082590,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5266525,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000150170,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000059796,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000779237,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5183268,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5079880,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000091691,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000023767,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000086916,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000099501,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5027955,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000032113,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
